"REG_ID","Region","ORIGIN","Place of birth","VAR","Indicator","TIME","Year","Value","Flag Codes","Flags"
"ITH3","Veneto","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.2,,
"ITH3","Veneto","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",8.4,,
"ITH3","Veneto","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",10.7,,
"ITH3","Veneto","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",13.9,,
"ITH4","Friuli-Venezia Giulia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",13.3,,
"ITH4","Friuli-Venezia Giulia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4.7,,
"ITH4","Friuli-Venezia Giulia","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",8.6,,
"ITH4","Friuli-Venezia Giulia","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",9.9,,
"ITH4","Friuli-Venezia Giulia","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",13.3,,
"ITH5","Emilia-Romagna","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",12.5,,
"ITH5","Emilia-Romagna","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.9,,
"ITH5","Emilia-Romagna","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",9.6,,
"ITH5","Emilia-Romagna","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",13.6,,
"ITH5","Emilia-Romagna","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",16.4,,
"ITI1","Tuscany","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",11.8,,
"ITI1","Tuscany","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.6,,
"ITI1","Tuscany","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",8.2,,
"ITI1","Tuscany","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",14.2,,
"ITI1","Tuscany","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",17.7,,
"ITI2","Umbria","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",12,,
"ITI2","Umbria","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4.2,,
"ITI2","Umbria","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",7.8,,
"ITI2","Umbria","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",11,,
"ITI2","Umbria","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",19.6,,
"ITI3","Marche","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",10.7,,
"ITI3","Marche","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3,,
"ITI3","Marche","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",7.8,,
"ITI3","Marche","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",10.6,,
"ITI3","Marche","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",20,,
"ITI4","Lazio","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",11.4,,
"ITI4","Lazio","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4.7,,
"ITI4","Lazio","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",6.7,,
"ITI4","Lazio","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",14.9,,
"ITI4","Lazio","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",14.1,,
"ES52","Valencia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",14.7,,
"ES52","Valencia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",6.1,,
"ES52","Valencia","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",8.6,,
"ES52","Valencia","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",25.4,,
"ES52","Valencia","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",33.4,,
"ES53","Balearic Islands","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",21.6,,
"ES53","Balearic Islands","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",6.9,,
"ES53","Balearic Islands","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",14.6,,
"ES53","Balearic Islands","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",26.7,,
"ES53","Balearic Islands","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",24.9,,
"ES61","Andalusia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",8.9,,
"ES61","Andalusia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.7,,
"ES61","Andalusia","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",5.1,,
"ES61","Andalusia","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",23.1,,
"ES61","Andalusia","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",36,,
"ES62","Murcia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",14.4,,
"ES62","Murcia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3,,
"ES62","Murcia","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",11.4,,
"ES62","Murcia","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",12.6,,
"ES62","Murcia","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",31.6,,
"ES70","Canary Islands","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",16.2,,
"ES70","Canary Islands","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4.8,,
"ES70","Canary Islands","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",11.4,,
"ES70","Canary Islands","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",25.9,,
"ES70","Canary Islands","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",30.5,,
"SWE","Sweden","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",19.1,,
"SWE","Sweden","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",5.5,,
"SWE","Sweden","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",13.5,,
"SWE","Sweden","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",36.3,,
"SWE","Sweden","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",16.9,,
"SE11","Stockholm","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",26,,
"SE11","Stockholm","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",7.7,,
"SE11","Stockholm","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",18.3,,
"SE11","Stockholm","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",42.6,,
"SE11","Stockholm","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",13.3,,
"SE12","East Middle Sweden","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",18,,
"SE12","East Middle Sweden","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",5.1,,
"SE12","East Middle Sweden","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",12.9,,
"SE12","East Middle Sweden","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",35.1,,
"SE12","East Middle Sweden","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",18.6,,
"SE21","Småland with Islands","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",15.9,,
"SE21","Småland with Islands","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4.3,,
"SE21","Småland with Islands","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",11.6,,
"SE21","Småland with Islands","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",29.4,,
"SE21","Småland with Islands","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",15.9,,
"SE22","South Sweden","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",21.8,,
"SE22","South Sweden","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",7,,
"SE22","South Sweden","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",14.8,,
"SE22","South Sweden","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",36.6,,
"SE22","South Sweden","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",19.5,,
"SE23","West Sweden","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",18.4,,
"SE23","West Sweden","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4.9,,
"SE23","West Sweden","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",13.5,,
"SE23","West Sweden","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",34,,
"SE23","West Sweden","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",15.3,,
"SE31","North Middle Sweden","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",12.2,,
"SE31","North Middle Sweden","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.1,,
"SE31","North Middle Sweden","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",9.1,,
"SE31","North Middle Sweden","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",30.5,,
"SE31","North Middle Sweden","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",22.9,,
"SE32","Central Norrland","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",10,,
"SE32","Central Norrland","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.5,,
"SE32","Central Norrland","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",7.5,,
"SE32","Central Norrland","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",37.5,,
"SE32","Central Norrland","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",21.6,,
"SE33","Upper Norrland","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",10.4,,
"SE33","Upper Norrland","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.8,,
"SE33","Upper Norrland","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",6.5,,
"SE33","Upper Norrland","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",40.3,,
"SE33","Upper Norrland","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",14.4,,
"LVA","Latvia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",12.8,,
"LVA","Latvia","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",28.3,,
"LVA","Latvia","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",11.3,,
"LV00","Latvia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",12.8,,
"LV00","Latvia","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",28.3,,
"LV00","Latvia","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",11.3,,
"LUX","Luxembourg","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",44.7,,
"LUX","Luxembourg","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",36.4,,
"LUX","Luxembourg","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",8.3,,
"LUX","Luxembourg","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",51.5,,
"LUX","Luxembourg","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",7.9,,
"LU00","Luxembourg","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",44.7,,
"LU00","Luxembourg","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",36.4,,
"LU00","Luxembourg","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",8.3,,
"LU00","Luxembourg","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",51.5,,
"LU00","Luxembourg","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",7.9,,
"GBR","United Kingdom","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",13.5,,
"GBR","United Kingdom","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4.9,,
"GBR","United Kingdom","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",8.6,,
"GBR","United Kingdom","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",47,,
"GBR","United Kingdom","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",7.9,,
"UKC","North East England","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",5.4,,
"UKC","North East England","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.1,,
"UKC","North East England","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",3.4,,
"UKC","North East England","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",50.6,,
"UKC","North East England","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",14.4,,
"UKD","North West England","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",9.4,,
"UKD","North West England","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.6,,
"UKD","North West England","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",5.8,,
"UKD","North West England","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",38.6,,
"UKD","North West England","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",9.6,,
"UKE","Yorkshire and The Humber","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",9.4,,
"UKE","Yorkshire and The Humber","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.6,,
"UKE","Yorkshire and The Humber","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",5.8,,
"UKE","Yorkshire and The Humber","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",31.3,,
"UKE","Yorkshire and The Humber","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",10.3,,
"UKF","East Midlands","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",10.8,,
"UKF","East Midlands","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4.6,,
"UKF","East Midlands","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",6.2,,
"UKF","East Midlands","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",40.2,,
"UKF","East Midlands","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",7.2,,
"UKG","West Midlands","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",12.1,,
"UKG","West Midlands","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4.2,,
"UKG","West Midlands","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",7.9,,
"UKG","West Midlands","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",33.9,,
"UKG","West Midlands","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",10.2,,
"DNK","Denmark","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",10.2,,
"DNK","Denmark","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.5,,
"DNK","Denmark","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",6.7,,
"DNK","Denmark","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",38.2,,
"DNK","Denmark","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",12.2,,
"DK01","Capital","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",14.5,,
"DK01","Capital","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4.8,,
"DK01","Capital","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",9.7,,
"DK01","Capital","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",47.4,,
"DK01","Capital","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",12.3,,
"DK02","Zealand","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",7.4,,
"DK02","Zealand","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.3,,
"DK02","Zealand","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",5,,
"DK02","Zealand","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",35.3,,
"DK02","Zealand","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",12.2,,
"DK03","Southern Denmark","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",9,,
"DK03","Southern Denmark","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.6,,
"DK03","Southern Denmark","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",5.4,,
"DK03","Southern Denmark","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",32.3,,
"DK03","Southern Denmark","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",13.1,,
"DK04","Central Jutland","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",8.7,,
"DK04","Central Jutland","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.9,,
"DK04","Central Jutland","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",5.8,,
"DK04","Central Jutland","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",34.5,,
"DK04","Central Jutland","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",11.7,,
"DK05","Northern Jutland","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",7.3,,
"DK05","Northern Jutland","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.4,,
"DK05","Northern Jutland","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",4.9,,
"DK05","Northern Jutland","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",34.3,,
"DK05","Northern Jutland","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",11.5,,
"EST","Estonia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",13,,
"EST","Estonia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",0.9,,
"EST","Estonia","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",12.1,,
"EST","Estonia","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",41.9,,
"EST","Estonia","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",8.5,,
"EE00","Estonia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",13,,
"EE00","Estonia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",0.9,,
"EE00","Estonia","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",12.1,,
"EE00","Estonia","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",41.9,,
"EE00","Estonia","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",8.5,,
"FIN","Finland","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",4.3,,
"FIN","Finland","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.6,,
"FIN","Finland","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",2.8,,
"FIN","Finland","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",29.1,,
"FIN","Finland","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",17.9,,
"FI19","Western Finland","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",3.1,,
"FI19","Western Finland","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.2,,
"FI19","Western Finland","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",1.9,,
"FI19","Western Finland","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",28.2,,
"FI19","Western Finland","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",16.1,,
"FI1B","Helsinki-Uusimaa","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",7.4,,
"FI1B","Helsinki-Uusimaa","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.7,,
"FI1B","Helsinki-Uusimaa","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",4.7,,
"FI1B","Helsinki-Uusimaa","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",31.5,,
"FI1B","Helsinki-Uusimaa","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",15.5,,
"FI1C","Southern Finland","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",3.8,,
"FI1C","Southern Finland","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.1,,
"FI1C","Southern Finland","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",2.8,,
"FI1C","Southern Finland","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",27.1,,
"FI1C","Southern Finland","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",22.6,,
"FI1D","Eastern and Northern Finland","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",2.1,,
"FI1D","Eastern and Northern Finland","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",0.8,,
"FI1D","Eastern and Northern Finland","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",1.3,,
"FI1D","Eastern and Northern Finland","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",29,,
"FI1D","Eastern and Northern Finland","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",18.7,,
"FI20","Åland","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",12.6,,
"FI20","Åland","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",10.8,,
"FRA","France","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",11.4,,
"FRA","France","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.1,,
"FRA","France","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",8.4,,
"FRA","France","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",28.3,,
"FRA","France","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",18.1,,
"FR10","Île-de-France","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",20.9,,
"FR10","Île-de-France","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4.3,,
"FR10","Île-de-France","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",16.7,,
"FR10","Île-de-France","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",32,,
"FR10","Île-de-France","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",14.1,,
"FR21","Champagne-Ardenne","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",6.8,,
"FR21","Champagne-Ardenne","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.5,,
"FR21","Champagne-Ardenne","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",4.3,,
"FR21","Champagne-Ardenne","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",24.2,,
"FR21","Champagne-Ardenne","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",20.5,,
"UKH","East of England","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",11.9,,
"UKH","East of England","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",5,,
"UKH","East of England","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",7,,
"UKH","East of England","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",54.3,,
